Longitude,Latitude,annee,diplome,NameOfUni,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,poids_de_la_discipline,taux_dinsertion,emplois_cadre_ou_professions_intermediaires,emplois_stables,emplois_a_temps_plein,salaire_net_median_des_emplois_a_temps_plein,salaire_brut_annuel_estime,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,emplois_cadre,emplois_exterieurs_a_la_region_de_luniversite,femmes,salaire_net_mensuel_regional_1er_quartile,salaire_net_mensuel_regional_3eme_quartile
2.8948332,42.6886591,2013,MASTER LMD,Perpignan France,Montpellier,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,17,69,9,ns,ns,ns,ns,ns,,45,11.9,1730,ns,ns,ns,1350,2060
2.8948332,42.6886591,2013,MASTER LMD,Perpignan France,Montpellier,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,17,69,9,ns,ns,ns,ns,ns,,45,11.9,1730,ns,ns,ns,1350,2060
2.8948332,42.6886591,2013,MASTER LMD,Perpignan France,Montpellier,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,17,69,9,ns,ns,ns,ns,ns,,45,11.9,1730,ns,ns,ns,1350,2060
7.752111299999999,48.5734053,2013,MASTER ENS,Strasbourg France,Strasbourg,Masters enseignement,Masters enseignement,18 mois après le diplôme,173,73,100,99,91,88,95,1680,26300,,10.1,1810,84,22,80,1470,2130
7.752111299999999,48.5734053,2013,MASTER LMD,Strasbourg France,Strasbourg,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,351,70,44,89,85,66,96,1980,30900,23,10.1,1810,61,47,56,1470,2130
7.752111299999999,48.5734053,2013,MASTER LMD,Strasbourg France,Strasbourg,"Droit, économie et gestion",Droit,30 mois après le diplôme,93,65,12,89,90,76,95,2000,31200,23,10.1,1810,71,58,60,1470,2130
7.752111299999999,48.5734053,2013,MASTER LMD,Strasbourg France,Strasbourg,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,151,80,16,82,83,48,70,1640,25600,23,10.1,1810,56,44,70,1470,2130
7.752111299999999,48.5734053,2013,MASTER LMD,Strasbourg France,Strasbourg,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,51,84,5,80,94,62,46,ns,,23,10.1,1810,74,27,80,1470,2130
7.752111299999999,48.5734053,2013,MASTER LMD,Strasbourg France,Strasbourg,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,59,86,7,79,96,73,100,2110,33000,23,10.1,1810,82,54,24,1470,2130
7.3121303,47.7301377,2013,MASTER ENS,Mulhouse - Haute Alsace France,Strasbourg,Masters enseignement,Masters enseignement,18 mois après le diplôme,18,69,100,ns,ns,ns,ns,ns,,,10.1,1810,ns,ns,ns,1470,2130
7.3121303,47.7301377,2013,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,"Droit, économie et gestion",Droit,18 mois après le diplôme,13,64,7,ns,ns,ns,ns,ns,,18,10.1,1810,ns,ns,ns,1470,2130
7.3121303,47.7301377,2013,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,17,59,10,ns,ns,ns,ns,ns,,18,10.1,1810,ns,ns,ns,1470,2130
7.3121303,47.7301377,2013,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,Sciences humaines et sociales,Information communication,30 mois après le diplôme,17,78,7,ns,ns,ns,ns,ns,,18,10.1,1810,ns,ns,ns,1470,2130
4.8396946,45.7544938,2013,MASTER ENS,Lyon 1 - Claude Bernard France,Lyon,Masters enseignement,Masters enseignement,18 mois après le diplôme,112,69,100,97,97,93,92,1710,26600,,8.9,1830,91,36,73,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Droit, économie et gestion",Droit,18 mois après le diplôme,90,74,14,81,77,48,95,1610,25100,28,8.9,1830,43,38,68,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Droit, économie et gestion",Gestion,30 mois après le diplôme,65,68,10,100,92,94,100,2100,32800,28,8.9,1830,63,35,36,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,5,67,1,ns,ns,ns,ns,ns,,28,8.9,1830,ns,ns,ns,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,5,67,1,ns,ns,ns,ns,ns,,28,8.9,1830,ns,ns,ns,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,Sciences humaines et sociales,Information communication,18 mois après le diplôme,68,63,10,78,57,47,88,1540,24000,28,8.9,1830,34,56,73,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,47,72,7,89,95,83,98,ns,,28,8.9,1830,68,31,34,1780,2200
4.8371866,45.7507518,2013,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,47,72,7,83,97,82,100,ns,,28,8.9,1830,70,31,34,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,"Droit, économie et gestion",Droit,30 mois après le diplôme,94,78,13,96,86,82,96,1940,30300,23,8.9,1830,64,47,76,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,31,62,4,71,ns,ns,ns,ns,,23,8.9,1830,ns,ns,61,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,99,80,13,83,67,49,88,1600,24900,23,8.9,1830,38,36,63,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,16,69,2,ns,ns,ns,ns,ns,,23,8.9,1830,ns,ns,ns,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,49,79,6,76,65,34,91,ns,,23,8.9,1830,41,32,59,1780,2200
4.8377007,45.7674337,2013,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,49,79,6,90,78,37,93,1600,25000,23,8.9,1830,48,32,59,1780,2200
-0.346575,47.48386199999999,2013,MASTER ENS,Le Mans - Maine France,Nantes,Masters enseignement,Masters enseignement,30 mois après le diplôme,55,75,100,98,96,90,93,1680,26300,,8.8,1760,90,33,81,1430,2070
-0.346575,47.48386199999999,2013,MASTER LMD,Le Mans - Maine France,Nantes,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,53,70,36,88,47,65,100,1500,23400,35,8.8,1760,20,47,52,1430,2070
-0.346575,47.48386199999999,2013,MASTER LMD,Le Mans - Maine France,Nantes,"Droit, économie et gestion",Gestion,18 mois après le diplôme,16,73,11,ns,ns,ns,ns,ns,,35,8.8,1760,ns,ns,ns,1430,2070
-0.346575,47.48386199999999,2013,MASTER LMD,Le Mans - Maine France,Nantes,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,57,76,35,90,92,88,98,1970,30800,35,8.8,1760,80,61,31,1430,2070
-0.346575,47.48386199999999,2013,MASTER LMD,Le Mans - Maine France,Nantes,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,10,71,6,ns,ns,ns,ns,ns,,35,8.8,1760,ns,ns,ns,1430,2070
-0.346575,47.48386199999999,2013,MASTER LMD,Le Mans - Maine France,Nantes,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,8,83,5,ns,ns,ns,ns,ns,,35,8.8,1760,ns,ns,ns,1430,2070
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,"Droit, économie et gestion",Économie,18 mois après le diplôme,4,100,1,ns,ns,ns,ns,ns,,29,8.9,1830,ns,ns,ns,1780,2200
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,64,89,14,83,81,42,67,ns,,29,8.9,1830,61,45,73,1780,2200
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,64,89,14,94,83,52,73,1600,25000,29,8.9,1830,64,45,73,1780,2200
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,17,91,4,ns,ns,ns,ns,ns,,29,8.9,1830,ns,ns,ns,1780,2200
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,36,74,8,94,ns,ns,ns,ns,,29,8.9,1830,ns,29,5,1780,2200
5.917781,45.564601,2013,MASTER LMD,Chambéry - Savoie France,Grenoble,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,9,77,2,ns,ns,ns,ns,ns,,29,8.9,1830,ns,ns,ns,1780,2200
2.273451,48.870029,2013,MASTER LMD,Paris - Dauphine France,Paris,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,0,,,,,,,,,29,8.8,2070,,,,1630,2580
2.273451,48.870029,2013,MASTER LMD,Paris - Dauphine France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,0,,,,,,,,,29,8.8,2070,,,,1630,2580
2.273451,48.870029,2013,MASTER LMD,Paris - Dauphine France,Paris,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,0,,,,,,,,,29,8.8,2070,,,,1630,2580
2.344468,48.8469373,2013,MASTER ENS,Paris 1 - Panthéon Sorbonne France,Paris,Masters enseignement,Masters enseignement,18 mois après le diplôme,19,81,100,ns,ns,ns,ns,ns,,,8.8,2070,ns,ns,ns,1630,2580
2.344468,48.8469373,2013,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,105,77,12,86,90,52,97,1880,29400,21,8.8,2070,61,24,69,1630,2580
2.344468,48.8469373,2013,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,224,77,24,78,80,32,86,1700,26500,21,8.8,2070,57,35,72,1630,2580
2.344468,48.8469373,2013,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,Sciences humaines et sociales,Information communication,30 mois après le diplôme,6,60,1,ns,ns,ns,ns,ns,,21,8.8,2070,ns,ns,ns,1630,2580
2.344468,48.8469373,2013,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,9,50,1,ns,ns,ns,ns,ns,,21,8.8,2070,ns,ns,ns,1630,2580
2.344468,48.8469373,2013,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,3,60,0,ns,ns,ns,ns,ns,,21,8.8,2070,ns,ns,ns,1630,2580
2.3334127,48.8433032,2013,MASTER LMD,Paris 2 - Panthéon Assas France,Paris,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,173,48,88,84,93,62,98,2210,34400,10,8.8,2070,89,26,58,1630,2580
2.3334127,48.8433032,2013,MASTER LMD,Paris 2 - Panthéon Assas France,Paris,"Droit, économie et gestion",Droit,30 mois après le diplôme,73,45,38,85,96,85,100,2370,37000,10,8.8,2070,91,ns,59,1630,2580
2.3334127,48.8433032,2013,MASTER LMD,Paris 2 - Panthéon Assas France,Paris,"Droit, économie et gestion",Gestion,30 mois après le diplôme,56,46,29,89,98,92,100,2400,37400,10,8.8,2070,93,ns,58,1630,2580
2.3334127,48.8433032,2013,MASTER LMD,Paris 2 - Panthéon Assas France,Paris,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,35,75,12,83,ns,ns,ns,ns,,10,8.8,2070,ns,ns,57,1630,2580
2.3432774,48.8484556,2013,MASTER ENS,Paris 4 - Sorbonne France,Paris,Masters enseignement,Masters enseignement,30 mois après le diplôme,92,55,100,100,94,99,94,1730,26900,,8.8,2070,91,8,91,1630,2580
2.3432774,48.8484556,2013,MASTER LMD,Paris 4 - Sorbonne France,Paris,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,114,65,38,91,71,70,91,1770,27600,17,8.8,2070,52,32,82,1630,2580
2.3432774,48.8484556,2013,MASTER LMD,Paris 4 - Sorbonne France,Paris,Sciences humaines et sociales,Information communication,30 mois après le diplôme,128,60,44,93,81,80,97,2130,33200,17,8.8,2070,75,13,76,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Droit, économie et gestion",Droit,18 mois après le diplôme,39,60,11,89,ns,ns,ns,ns,,20,8.8,2070,ns,9,63,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,20,77,4,ns,ns,ns,ns,ns,,20,8.8,2070,ns,ns,ns,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,20,77,4,ns,ns,ns,ns,ns,,20,8.8,2070,ns,ns,ns,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,5,83,2,ns,ns,ns,ns,ns,,20,8.8,2070,ns,ns,ns,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,4,44,1,ns,ns,ns,ns,ns,,20,8.8,2070,ns,ns,ns,1630,2580
2.340761,48.851251,2013,MASTER LMD,Paris René Descartes France,Paris,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,4,44,1,ns,ns,ns,ns,ns,,20,8.8,2070,ns,ns,ns,1630,2580
2.357499,48.8471036,2013,MASTER ENS,Paris Pierre et Marie Curie France,Paris,Masters enseignement,Masters enseignement,30 mois après le diplôme,20,74,100,ns,ns,ns,ns,ns,,,8.8,2070,ns,ns,ns,1630,2580
2.357499,48.8471036,2013,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,30,58,10,93,ns,ns,ns,ns,,26,8.8,2070,ns,ns,60,1630,2580
2.357499,48.8471036,2013,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,300,63,90,82,94,70,97,2100,32800,26,8.8,2070,84,24,38,1630,2580
2.357499,48.8471036,2013,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,300,63,90,89,95,79,97,2200,34300,26,8.8,2070,87,24,38,1630,2580
2.357499,48.8471036,2013,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,65,62,20,69,97,65,95,2150,33500,26,8.8,2070,84,25,40,1630,2580
2.357499,48.8471036,2013,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,81,64,24,94,99,89,100,2220,34600,26,8.8,2070,97,11,11,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,50,48,25,84,82,75,80,1800,28100,26,8.8,2070,69,20,76,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,50,48,25,92,89,83,91,1880,29400,26,8.8,2070,66,20,76,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,17,60,7,ns,ns,ns,ns,ns,,26,8.8,2070,ns,ns,ns,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,29,52,13,ns,ns,ns,ns,ns,,26,8.8,2070,ns,ns,ns,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,30,43,15,97,ns,ns,ns,ns,,26,8.8,2070,ns,ns,56,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,14,58,7,ns,ns,ns,ns,ns,,26,8.8,2070,ns,ns,ns,1630,2580
,,2013,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,8,56,4,ns,ns,ns,ns,ns,,26,8.8,2070,ns,ns,ns,1630,2580
,,2013,MASTER LMD,Rouen France,Rouen,"Droit, économie et gestion",Droit,18 mois après le diplôme,28,65,9,ns,ns,ns,ns,ns,,31,10.2,1840,ns,ns,ns,1500,2190
,,2013,MASTER LMD,Rouen France,Rouen,"Droit, économie et gestion",Droit,30 mois après le diplôme,28,65,9,ns,ns,ns,ns,ns,,31,10.2,1840,ns,ns,ns,1500,2190
,,2013,MASTER LMD,Rouen France,Rouen,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,113,72,36,83,90,64,98,1770,27600,31,10.2,1840,67,55,44,1500,2190
,,2013,MASTER LMD,Rouen France,Rouen,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,7,60,2,ns,ns,ns,ns,ns,,31,10.2,1840,ns,ns,ns,1500,2190
,,2013,MASTER LMD,Rouen France,Rouen,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,25,81,8,ns,ns,ns,ns,ns,,31,10.2,1840,ns,ns,ns,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,70,53,63,84,68,47,96,1710,26600,35,10.2,1840,33,41,58,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,"Droit, économie et gestion",Droit,30 mois après le diplôme,5,67,4,ns,ns,ns,ns,ns,,35,10.2,1840,ns,ns,ns,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,4,50,4,ns,ns,ns,ns,ns,,35,10.2,1840,ns,ns,ns,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,6,64,4,ns,ns,ns,ns,ns,,35,10.2,1840,ns,ns,ns,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,3,50,3,ns,ns,ns,ns,ns,,35,10.2,1840,ns,ns,ns,1500,2190
0.107929,49.49437,2013,MASTER LMD,Le Havre France,Rouen,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,12,46,11,ns,ns,ns,ns,ns,,35,10.2,1840,ns,ns,ns,1500,2190
2.586253,48.840109,2013,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,88,81,16,74,92,65,91,1910,29800,13,8.8,2070,74,32,49,1630,2580
2.586253,48.840109,2013,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,16,82,3,ns,ns,ns,ns,ns,,13,8.8,2070,ns,ns,ns,1630,2580
2.586253,48.840109,2013,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,123,80,22,93,96,85,99,2000,31200,13,8.8,2070,67,29,36,1630,2580
,,2013,MASTER LMD,Versailles Saint-Quentin-en-Yvelines France,Versailles,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,15,53,3,ns,ns,ns,ns,ns,,7,8.8,2070,ns,ns,ns,1630,2580
,,2013,MASTER LMD,Versailles Saint-Quentin-en-Yvelines France,Versailles,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,0,,,nd,nd,nd,nd,nd,,7,8.8,2070,nd,nd,nd,1630,2580
,,2013,MASTER LMD,Versailles Saint-Quentin-en-Yvelines France,Versailles,Sciences humaines et sociales,Information communication,18 mois après le diplôme,12,54,2,ns,ns,ns,ns,ns,,7,8.8,2070,ns,ns,ns,1630,2580
5.04148,47.322047,2011,MASTER LMD,Dijon - Bourgogne France,Dijon,"Droit, économie et gestion",Économie,30 mois après le diplôme,15,58,2,ns,ns,ns,ns,ns,,29,8.8,1790,ns,ns,ns,,
5.04148,47.322047,2011,MASTER LMD,Dijon - Bourgogne France,Dijon,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,111,73,15,83,92,75,95,1740,27200,29,8.8,1790,61,73,59,,
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,366,74,63,97,87,85,98,2060,32100,26,8.8,1730,62,61,59,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion",Économie,18 mois après le diplôme,64,78,11,94,87,63,96,1800,28100,26,8.8,1730,69,66,53,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,17,59,3,ns,ns,ns,ns,ns,,26,8.8,1730,ns,ns,ns,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,1,100,0,ns,ns,ns,ns,nd,,26,8.8,1730,ns,ns,ns,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,1,100,0,ns,ns,ns,ns,nd,,26,8.8,1730,ns,ns,ns,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,1,100,0,ns,ns,ns,ns,nd,,26,8.8,1730,ns,ns,ns,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,31,83,5,90,ns,ns,ns,ns,,26,8.8,1730,ns,ns,58,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,31,83,5,93,ns,ns,ns,ns,,26,8.8,1730,ns,ns,58,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,35,88,8,84,65,ns,90,ns,,47,8.8,1730,32,ns,64,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,35,88,8,71,ns,ns,ns,ns,,47,8.8,1730,ns,ns,64,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,156,80,37,82,83,68,82,1500,23400,47,8.8,1730,52,69,75,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,79,80,17,84,88,51,46,ns,,47,8.8,1730,80,62,92,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,71,87,16,73,73,36,85,1470,22900,47,8.8,1730,41,45,67,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,29,87,6,ns,ns,ns,ns,ns,,47,8.8,1730,ns,ns,ns,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,12,92,3,ns,ns,ns,ns,ns,,47,8.8,1730,ns,ns,ns,1390,2050
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Droit, économie et gestion",Économie,18 mois après le diplôme,2,100,1,ns,ns,ns,ns,ns,,32,9.6,1820,ns,ns,ns,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,81,62,25,95,84,88,100,1940,30300,32,9.6,1820,57,59,53,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,12,79,4,ns,ns,ns,ns,ns,,32,9.6,1820,ns,ns,ns,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,86,70,24,87,90,65,97,1720,26800,32,9.6,1820,61,70,55,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,3,43,1,ns,ns,ns,ns,ns,,32,9.6,1820,ns,ns,ns,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,3,43,1,ns,ns,ns,ns,ns,,32,9.6,1820,ns,ns,ns,1490,2160
,,2013,MASTER LMD,Grenoble Alpes France,Grenoble,"Droit, économie et gestion",Gestion,18 mois après le diplôme,283,71,30,94,93,74,96,1980,30900,31,8.9,1830,68,42,51,1780,2200
,,2013,MASTER LMD,Grenoble Alpes France,Grenoble,"Droit, économie et gestion",Gestion,30 mois après le diplôme,283,71,30,95,98,86,97,2100,32800,31,8.9,1830,77,42,51,1780,2200
,,2013,MASTER LMD,Grenoble Alpes France,Grenoble,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,12,65,1,ns,ns,ns,ns,ns,,31,8.9,1830,ns,ns,ns,1780,2200
,,2013,MASTER LMD,Grenoble Alpes France,Grenoble,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,9,52,1,ns,ns,ns,ns,ns,,31,8.9,1830,ns,ns,ns,1780,2200
