Longitude;Latitude;annee;diplome;NameOfUni;academie;domaine;discipline;situation;nombre_de_reponses;taux_de_reponse;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
-0.57918;44.837789;2012;MASTER LMD;Bordeaux_;Bordeaux;Droit, économie et gestion;Économie;18 mois après le diplôme;80;76;72;91;67;100;1970;30700;28;10;1710;61;59;48;1360;2030
-0.57918;44.837789;2012;MASTER LMD;Bordeaux_;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;100;85;83;84;34;63;1530;23800;28;10;1710;67;44;86;1360;2030
-0.57918;44.837789;2012;MASTER LMD;Bordeaux_;Bordeaux;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;67;89;87;95;59;60;1660;25900;28;10;1710;87;48;85;1360;2030
-0.57918;44.837789;2012;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;149;79;90;96;78;100;2000;31300;28;10;1710;78;72;17;1360;2030
-0.57918;44.837789;2012;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;54;79;89;67;50;85;1510;23600;28;10;1710;42;62;40;1360;2030
3.870243;43.6324414;2012;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Droit, économie et gestion;Gestion;18 mois après le diplôme;13;71;0;ns;ns;ns;ns;;50;14.3;1680;ns;ns;ns;1310;2010
3.870243;43.6324414;2012;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;204;72;80;77;55;79;1520;23700;50;14.3;1680;56;59;66;1310;2010
3.870243;43.6324414;2012;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Sciences humaines et sociales;Information communication;30 mois après le diplôme;13;65;0;ns;ns;ns;ns;;50;14.3;1680;ns;ns;ns;1310;2010
3.870243;43.6324414;2012;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;91;67;79;72;49;88;1500;23400;50;14.3;1680;41;61;68;1310;2010
3.876716;43.610769;2012;MASTER ENS;Montpellier_;Montpellier;Masters enseignement;Masters enseignement;30 mois après le diplôme;231;71;97;94;90;95;1700;26500;54;nd;1680;86;98;83;1310;2010
3.876716;43.610769;2012;MASTER ENS;Montpellier_;Montpellier;Masters enseignement;Masters enseignement;18 mois après le diplôme;231;71;96;93;88;93;1660;25800;54;nd;1680;88;98;83;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;423;64;86;86;67;96;1880;29300;36;14.3;1680;54;97;56;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Droit, économie et gestion;Économie;18 mois après le diplôme;15;51;0;ns;ns;ns;ns;;36;14.3;1680;ns;ns;ns;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;124;68;86;93;83;97;2050;32000;36;14.3;1680;67;97;52;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;0;0;0;nd;nd;nd;nd;;36;14.3;1680;nd;nd;nd;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;0;0;0;nd;nd;nd;nd;;36;14.3;1680;nd;nd;nd;1310;2010
3.876716;43.610769;2012;MASTER LMD;Montpellier_;Montpellier;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;206;77;86;92;62;95;1800;28100;36;14.3;1680;68;95;67;1310;2010
-1.704454;48.121427;2012;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;34;88;85;ns;ns;ns;ns;;45;9;1700;ns;ns;74;1380;2020
-1.704454;48.121427;2012;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;33;84;84;ns;ns;ns;ns;;45;9;1700;ns;ns;39;1380;2020
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Droit, économie et gestion;Droit;30 mois après le diplôme;40;78;95;89;61;95;1770;27700;27;9.8;1780;51;73;87;1460;2110
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Droit, économie et gestion;Gestion;18 mois après le diplôme;97;72;83;80;71;96;1840;28700;27;9.8;1780;48;63;47;1460;2110
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;35;85;79;ns;ns;ns;ns;;27;9.8;1780;ns;ns;51;1460;2110
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;82;76;95;90;65;78;1670;26100;27;9.8;1780;64;56;80;1460;2110
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;17;65;0;ns;ns;ns;ns;;27;9.8;1780;ns;ns;ns;1460;2110
0.6738727999999999;47.3838055;2012;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;51;82;82;90;50;98;1560;24300;27;9.8;1780;45;62;68;1460;2110
5.7362109;45.18999340000001;2012;MASTER ENS;Grenoble_1_Joseph_Fourier_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;53;65;94;90;94;98;1750;27300;47;8.9;1780;84;31;64;1430;2130
5.7362109;45.18999340000001;2012;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;45;72;82;84;46;94;ns;;33;8.9;1780;45;32;57;1430;2130
5.7362109;45.18999340000001;2012;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;1;50;0;nd;nd;nd;nd;;33;8.9;1780;nd;nd;ns;1430;2130
5.7362109;45.18999340000001;2012;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;72;80;80;91;49;93;1770;27700;33;8.9;1780;62;65;54;1430;2130
2.3538807;48.83979619999999;2010;MASTER LMD;Paris_3_Sorbonne_Nouvelle_;Paris;Sciences humaines et sociales;Information communication;30 mois après le diplôme;28;74;0;ns;ns;ns;ns;;21;8.8;1990;nd;nd;nd;;
2.3432774;48.8484556;2010;MASTER LMD;Paris_4_Sorbonne_;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;86;49;87;83;72;91;1800;28100;16;8.8;1990;nd;nd;nd;;
2.3432774;48.8484556;2010;MASTER LMD;Paris_4_Sorbonne_;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;161;50;88;95;76;96;2210;34400;16;8.8;1990;nd;nd;nd;;
2.3432774;48.8484556;2010;MASTER LMD;Paris_4_Sorbonne_;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;16;55;0;ns;ns;ns;ns;;16;8.8;1990;nd;nd;nd;;
2.357499;48.8471036;2010;MASTER LMD;Paris_Pierre_et_Marie_Curie_;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;19;47;0;ns;ns;ns;ns;;22;8.8;1990;nd;nd;nd;;
0.107929;49.49437;2010;MASTER LMD;Le_Havre_;Rouen;Droit, économie et gestion;Droit;30 mois après le diplôme;5;42;0;ns;ns;ns;ns;;30;11.6;1760;nd;nd;nd;;
0.107929;49.49437;2010;MASTER LMD;Le_Havre_;Rouen;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;2;100;0;ns;ns;ns;ns;;30;11.6;1760;nd;nd;nd;;
0.107929;49.49437;2010;MASTER LMD;Le_Havre_;Rouen;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;4;27;0;ns;ns;ns;ns;;30;11.6;1760;nd;nd;nd;;
0.107929;49.49437;2010;MASTER LMD;Le_Havre_;Rouen;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;1;8;0;ns;ns;ns;ns;;30;11.6;1760;nd;nd;nd;;
0.107929;49.49437;2010;MASTER LMD;Le_Havre_;Rouen;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;13;62;0;ns;ns;ns;ns;;30;11.6;1760;nd;nd;nd;;
2.586253;48.840109;2010;MASTER LMD;Paris_Est_Marne_la_Vallee_;Créteil;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;7;60;0;ns;ns;ns;ns;;16;8.8;1990;nd;nd;nd;;
2.586253;48.840109;2010;MASTER LMD;Paris_Est_Marne_la_Vallee_;Créteil;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;9;92;0;ns;ns;ns;ns;;16;8.8;1990;nd;nd;nd;;
2.1388672;43.9194985;2010;MASTER LMD;Institut_national_universitaire_Jean_Francois_Champollion_;Toulouse;Droit, économie et gestion;Droit;30 mois après le diplôme;0;0;0;;;;;;30;10.4;1730;nd;nd;nd;;
6.018688;43.136473;2010;MASTER LMD;Toulon_Sud_Toulon_Var_;Nice;Sciences humaines et sociales;Information communication;30 mois après le diplôme;58;78;90;88;87;94;ns;;40;11.7;1750;nd;nd;nd;;
6.018688;43.136473;2010;MASTER LMD;Toulon_Sud_Toulon_Var_;Nice;Sciences, technologies et santé;Informatique;30 mois après le diplôme;4;63;0;ns;ns;ns;ns;;40;11.7;1750;nd;nd;nd;;
4.805528;43.94931700000001;2010;MASTER LMD;Avignon_;Aix-Marseille;Droit, économie et gestion;Droit;30 mois après le diplôme;5;77;0;ns;ns;ns;ns;;38;11.7;1750;nd;nd;nd;;
0.340375;46.58022400000001;2010;MASTER LMD;Poitiers_;Poitiers;Droit, économie et gestion;Économie;30 mois après le diplôme;31;75;90;ns;ns;ns;ns;;30;9.8;1670;nd;nd;nd;;
0.340375;46.58022400000001;2010;MASTER LMD;Poitiers_;Poitiers;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;102;76;87;83;51;80;1600;25000;30;9.8;1670;nd;nd;nd;;
0.340375;46.58022400000001;2010;MASTER LMD;Poitiers_;Poitiers;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;173;72;96;95;84;96;2000;31200;30;9.8;1670;nd;nd;nd;;
2.3620284;48.91197649999999;2010;MASTER LMD;Paris_13_Paris_Nord_;Créteil;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;50;27;92;89;89;96;2400;37400;34;8.8;1990;nd;nd;nd;;
2.3620284;48.91197649999999;2010;MASTER LMD;Paris_13_Paris_Nord_;Créteil;Droit, économie et gestion;Économie;30 mois après le diplôme;7;23;0;ns;ns;ns;ns;;34;8.8;1990;nd;nd;nd;;
2.3620284;48.91197649999999;2010;MASTER LMD;Paris_13_Paris_Nord_;Créteil;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;7;35;0;ns;ns;ns;ns;;34;8.8;1990;nd;nd;nd;;
2.3620284;48.91197649999999;2010;MASTER LMD;Paris_13_Paris_Nord_;Créteil;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;12;45;0;ns;ns;ns;ns;;34;8.8;1990;nd;nd;nd;;
9.152836599999999;42.2989986;2010;MASTER LMD;Corse_Pasquale_Paoli_;Corse;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;4;57;0;ns;ns;ns;ns;;31;10;1660;nd;nd;nd;;
-52.272216;4.91122;2010;MASTER LMD;Antilles_Guyane_;Guadeloupe;Droit, économie et gestion;Gestion;30 mois après le diplôme;0;0;0;;;;;;;nd;2090;nd;nd;nd;;
-52.272216;4.91122;2010;MASTER LMD;Antilles_Guyane_;Guadeloupe;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;0;0;0;;;;;;;nd;2090;nd;nd;nd;;
-52.272216;4.91122;2010;MASTER LMD;Antilles_Guyane_;Guadeloupe;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;0;0;0;;;;;;;nd;2090;nd;nd;nd;;
7.266587400000001;43.7169034;2011;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;302;76;90;73;87;97;1950;30400;25;11.2;1730;47;42;56;;
7.266587400000001;43.7169034;2011;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Droit, économie et gestion;Droit;30 mois après le diplôme;72;83;94;86;82;97;1980;30800;25;11.2;1730;57;29;64;;
7.266587400000001;43.7169034;2011;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;95;81;88;73;64;77;1500;23400;25;11.2;1730;54;40;80;;
7.266587400000001;43.7169034;2011;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;34;85;97;90;82;100;ns;;25;11.2;1730;62;30;74;;
5.3773517;43.3048368;2011;MASTER LMD;Aix_Marseille_;Aix-Marseille;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;26;79;0;ns;ns;ns;ns;;29;11.2;1730;ns;ns;ns;;
-0.370679;49.182863;2011;MASTER LMD;Caen_Basse_Normandie_;Caen;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;103;75;88;93;83;94;1930;30000;28;8.9;1720;76;72;34;;
-1.151139;46.160329;2011;MASTER ENS;La_Rochelle_;Poitiers;Masters enseignement;Masters enseignement;30 mois après le diplôme;87;77;99;90;91;98;1650;25700;43;9.1;1690;88;16;84;;
-1.151139;46.160329;2011;MASTER LMD;La_Rochelle_;Poitiers;Droit, économie et gestion;Gestion;30 mois après le diplôme;38;84;89;56;76;100;ns;;43;9.1;1690;35;65;66;;
-1.151139;46.160329;2011;MASTER LMD;La_Rochelle_;Poitiers;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;139;86;88;90;80;97;1980;30900;43;9.1;1690;74;76;30;;
-1.151139;46.160329;2011;MASTER LMD;La_Rochelle_;Poitiers;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;58;92;88;94;92;100;2170;33800;43;9.1;1690;82;88;12;;
5.917781;45.564601;2012;MASTER ENS;Chambery_Savoie_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;59;88;98;90;84;93;1670;26000;42;8.9;1780;77;8;88;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;244;85;93;63;73;96;1810;28300;33;8.9;1780;33;46;66;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;244;85;88;58;62;93;1760;27400;33;8.9;1780;30;46;66;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;11;87;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;19;80;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;93;95;96;93;82;100;1860;28900;33;8.9;1780;67;32;25;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;27;100;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;17;84;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;2;100;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;2;100;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
5.917781;45.564601;2012;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;6;100;0;ns;ns;ns;ns;;33;8.9;1780;ns;ns;ns;1430;2130
2.273451;48.870029;2012;MASTER LMD;Paris_Dauphine_;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;0;0;0;;;;;;33;9;2020;;;;1580;2530
2.273451;48.870029;2012;MASTER LMD;Paris_Dauphine_;Paris;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;0;0;0;;;;;;33;9;2020;;;;1580;2530
2.344468;48.8469373;2012;MASTER LMD;Paris_1_Pantheon_Sorbonne_;Paris;Droit, économie et gestion;Économie;30 mois après le diplôme;110;75;90;94;77;97;2380;37200;18;9;2020;81;21;45;1580;2530
2.344468;48.8469373;2012;MASTER LMD;Paris_1_Pantheon_Sorbonne_;Paris;Sciences humaines et sociales;Information communication;18 mois après le diplôme;1;100;0;ns;ns;ns;nd;;18;9;2020;ns;ns;ns;1580;2530
2.3334127;48.8433032;2012;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Droit, économie et gestion;Droit;30 mois après le diplôme;71;52;99;94;86;100;2500;39000;9;9;2020;84;21;62;1580;2530
2.3334127;48.8433032;2012;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Droit, économie et gestion;Gestion;30 mois après le diplôme;83;48;94;95;92;97;2510;39100;9;9;2020;90;12;61;1580;2530
2.3334127;48.8433032;2012;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;12;48;0;ns;ns;ns;ns;;9;9;2020;ns;ns;ns;1580;2530
2.3334127;48.8433032;2012;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;12;48;0;ns;ns;ns;ns;;9;9;2020;ns;ns;ns;1580;2530
2.3538807;48.83979619999999;2012;MASTER LMD;Paris_3_Sorbonne_Nouvelle_;Paris;Sciences humaines et sociales;Information communication;30 mois après le diplôme;39;74;90;60;54;89;1630;25500;26;9;2020;45;17;76;1580;2530
2.3538807;48.83979619999999;2012;MASTER LMD;Paris_3_Sorbonne_Nouvelle_;Paris;Sciences humaines et sociales;Information communication;18 mois après le diplôme;39;74;72;ns;ns;ns;ns;;26;9;2020;ns;17;76;1580;2530
2.3432774;48.8484556;2012;MASTER LMD;Paris_4_Sorbonne_;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;103;61;85;77;70;90;1780;27700;18;9;2020;67;36;82;1580;2530
2.340761;48.851251;2012;MASTER ENS;Paris_Rene_Descartes_;Paris;Masters enseignement;Masters enseignement;30 mois après le diplôme;49;62;94;96;91;98;1780;27800;25;9;2020;89;6;84;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;65;66;92;90;90;97;2320;36100;16;9;2020;75;10;60;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;103;75;88;95;59;58;1700;26500;16;9;2020;89;26;93;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;80;73;91;92;63;96;1980;30900;16;9;2020;68;19;83;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;89;66;91;96;76;98;2250;35000;16;9;2020;80;17;47;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences, technologies et santé;Informatique;30 mois après le diplôme;5;86;0;ns;ns;ns;ns;;16;9;2020;ns;ns;ns;1580;2530
2.340761;48.851251;2012;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;51;65;94;94;78;96;2380;37200;16;9;2020;77;19;43;1580;2530
2.357499;48.8471036;2012;MASTER LMD;Paris_Pierre_et_Marie_Curie_;Paris;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;89;58;80;90;61;96;1900;29600;22;9;2020;76;39;65;1580;2530
0.6738727999999999;47.3838055;2013;MASTER ENS;Tours_Francois_Rabelais_;Orléans-Tours;Masters enseignement;Masters enseignement;18 mois après le diplôme;33;58;97;87;87;97;ns;;;9.6;1820;83;18;97;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;28;61;0;ns;ns;ns;ns;;32;9.6;1820;ns;ns;ns;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;12;79;0;ns;ns;ns;ns;;32;9.6;1820;ns;ns;ns;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;86;70;74;88;46;98;1640;25500;32;9.6;1820;68;70;55;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;35;70;89;90;65;ns;ns;;32;9.6;1820;63;83;82;1490;2160
4.392984999999999;45.424622;2013;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Droit, économie et gestion;Droit;18 mois après le diplôme;15;90;0;ns;ns;ns;ns;;34;8.9;1830;ns;ns;ns;1780;2200
4.392984999999999;45.424622;2013;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;57;80;84;72;59;90;ns;;34;8.9;1830;49;43;75;1780;2200
4.392984999999999;45.424622;2013;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;25;70;0;ns;ns;ns;ns;;34;8.9;1830;ns;ns;ns;1780;2200
4.392984999999999;45.424622;2013;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;35;68;87;81;48;94;ns;;34;8.9;1830;48;ns;36;1780;2200
4.392984999999999;45.424622;2013;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;6;58;0;ns;ns;ns;ns;;34;8.9;1830;ns;ns;ns;1780;2200
-1.553621;47.218371;2013;MASTER ENS;Nantes_;Nantes;Masters enseignement;Masters enseignement;18 mois après le diplôme;110;71;97;96;89;92;1730;27000;;8.8;1760;90;39;80;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;284;71;95;88;71;96;2000;31200;28;8.8;1760;61;50;58;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Droit, économie et gestion;Économie;30 mois après le diplôme;26;73;0;ns;ns;ns;ns;;28;8.8;1760;ns;ns;ns;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;52;70;94;80;41;98;1700;26500;28;8.8;1760;46;59;63;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;55;69;84;57;48;82;ns;;28;8.8;1760;26;72;81;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;33;81;94;90;55;68;ns;;28;8.8;1760;80;48;93;1430;2070
-1.553621;47.218371;2013;MASTER LMD;Nantes_;Nantes;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;25;65;0;ns;ns;ns;ns;;28;8.8;1760;ns;ns;ns;1430;2070
1.909251;47.902964;2013;MASTER ENS;Orleans_;Orléans-Tours;Masters enseignement;Masters enseignement;30 mois après le diplôme;76;55;100;92;91;87;1710;26700;;9.6;1820;82;19;84;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Droit, économie et gestion;Économie;30 mois après le diplôme;15;54;0;ns;ns;ns;ns;;31;9.6;1820;ns;ns;ns;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;5;83;0;ns;ns;ns;ns;;31;9.6;1820;ns;ns;ns;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;19;48;0;ns;ns;ns;ns;;31;9.6;1820;ns;ns;ns;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;4;71;0;ns;ns;ns;ns;;31;9.6;1820;ns;ns;ns;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;47;61;69;85;52;91;ns;;31;9.6;1820;72;50;38;1490;2160
1.909251;47.902964;2013;MASTER LMD;Orleans_;Orléans-Tours;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;3;100;0;ns;ns;ns;ns;;31;9.6;1820;ns;ns;ns;1490;2160
